CallNumber,Author,Title,ISBN,PubName,PubYear
JB 160 Klo,"Kloppenberg, James T.","Uncertain victory : social democracy and progressivism in European and American thought, 1870-1920 /",9780195053043; 0195053044,OUP,1986
JB 160 Lie,"Liebknecht, W. P. C. M. L.",Kleine politische Schriften /,,Reclam,1976
JB 160 Lie,"Tschubinski, W.",Wilhelm Liebknecht : eine Biographie /,,Dietz Verlag,1973
JB 160 Lin,"Lindenfeld, David F.",The practical imagination : the German sciences of state in the nineteenth century /,9780226482422; 0226482421,U of Chicago P,1997
JB 160 Lip,"Lippincott, B. E.","Victorian critics of democracy : Carlyle, Ruskin, Arnold, Stephen, Maine, Lecky /",,U of Minnesota P,1938
JB 160 Lis,"Bulow, F.",Friedrich List : ein Volkswirt kampft fur Deutschlands Einheit /,,Musterschmidt-Verlag,1959
JB 160 Low,"Lowell, A. L.",Essays on government /,,Houghton Mifflin,1889
JB 160 MAI,"Maitland, Frederic William, 1850-1906.","State, trust and corporation /",9780521820103; 0521820103; 9780521526302; 0521526302,Cambridge University Press,2003
JB 160 MAR,"Longuet, Jenny Marx, 1844-1883.",The daughters of Karl Marx : family correspondence 1866-1898 /,9780233973371; 0233973370,Deutsch,1982
JB 160 MIL,"Holthoon, F. L.",The road to Utopia : a study of John Stuart Mill's social thought /,9789023208914; 9023208919,Van Gorcum,1971
JB 160 MIL,"Mill, James, 1773-1836.",Political writings /,9780521387484; 0521387485,Cambridge University Press,1992
JB 160 MIL,"Mill, John Stuart, 1806-1873 author.","On liberty ; and, The subjection of women /",9780141441474; 014144147X,Penguin,2006
JB 160 MIL,"Mill, John Stuart, 1806-1873 author.","On liberty, utilitarianism, and other essays /",0199670803; 9780199670802,Oxford University Press,2015
JB 160 MIL,"Mill, John Stuart, 1806-1873.",John Stuart Mill on politics and society /,9780006338123; 0006338127,Fontana,1976
JB 160 MIL,"Mill, John Stuart, 1806-1873.",John Stuart Mill on politics and society /,9780855270568; 085527056X,Harvester Press,1976
JB 160 MIL,"Mill, John Stuart, 1806-1873.",On Liberty /,,Blackwell,1946
JB 160 MIL,"Mill, John Stuart, 1806-1873.",On liberty /,,Watts,1929
JB 160 MIL,"Mill, John Stuart, 1806-1873.",On liberty /,9780393044003; 0393044009; 9780393092523; 0393092526,Norton,1975
JB 160 MIL,"Mill, John Stuart, 1806-1873.","On liberty ; with, The subjection of women ; and, Chapters on socialism /",9780521370158; 0521370159; 9780521379175; 0521379172,Cambridge University Press,1989
JB 160 MIL,"Rees, J. C. (John Collwyn)",John Stuart Mill's On liberty /,9780198242376; 0198242379,Clarendon,1985
JB 160 MIL,"Urbinati, Nadia, 1955-",Mill on democracy : from the Athenian polis to representative government /,9780226842776; 0226842770,University of Chicago Press,2002
JB 160 MIL (DON),"Donner, Wendy, 1948-",The liberal self : John Stuart Mill's moral and political philosophy /,0801499879; 9780801499876; 9780801426292; 0801426294,Cornell University Press,1991
JB 160 MIL (MIL),"Mill, John Stuart, 1806-1873.",Mill's On liberty : critical essays /,084768489X; 9780847684892; 9780847684885; 0847684881,Rowman & Littlefield Publishers,1997
JB 160 MIL (URB),,J.S. Mill's political thought : a bicentennial reassessment /,0521860202; 9780521860208; 0521677564; 9780521677561,Cambridge University Press,2007
JB 160 MIL (VAR),"Varouxakis, Georgios, 1966-",Liberty abroad : J.S. Mill on international relations /,1107039142; 9781107039148,Cambridge University Press,2013
JB 160 MOR (KIN),"Kinna, Ruth Ellen.",William Morris : the art of socialism /,9780708315835; 0708315836; 9780708315828; 0708315828,University of Wales Press,2000
JB 160 Mar,"Kapp, Y.",Eleanor Marx /,9780853153702; 0853153701,Lawrence,1976
JB 160 Mar,"Peters, H. F. (Heinz Frederick)",Red Jenny : a life with Karl Marx /,9780049280533; 0049280538,Allen & Unwin,1986
JB 160 Mar,"Tsuzuki, C.","The life of Eleanor Marx, 1855-1898 : a socialist tragedy /",,Clarendon P,1967
JB 160 McC,"McClelland, J. S.",The French right (from de Maistre to Maurras) /,,Cape,1970
JB 160 Mil,,"Limits of liberty : studies of Mill's ""On liberty"" /",,Wadsworth,1966
JB 160 Mil,"Gray, John, 1948 Nov. 5-",Mill on liberty : a defence /,9780415124744; 0415124743,Routledge,1996
JB 160 Mil,"Gray, John, 1948-",Mill on liberty : a defence /,9780710092700; 0710092709,Routledge,1983
JB 160 Mil,"Halliday, R. J.",John Stuart Mill /,9780043201138; 004320113X,Allen & Unwin,1976
JB 160 Mil,"Hamburger, J.",James Mill and the art of revolution /,,Yale UP,1963
JB 160 Mil,"Mill, James, 1773-1836.",An essay on government /,,Liberal Arts Press,1955
JB 160 Mil,"Mill, John Stuart, 1806-1873.",Considerations on representative government /,9780879756703; 0879756705,Longmans,1865
JB 160 Mil,"Mill, John Stuart, 1806-1873.",Essays on politics and culture /,,Anchor Books,1963
JB 160 Mil,"Mill, John Stuart, 1806-1873.",On liberty /,9780140432077; 0140432078,Penguin,1984
JB 160 Mil,"Mill, John Stuart, 1806-1873.","On liberty ; and, Utilitarianism /",9781857150810; 1857150813,David Campbell,1992
JB 160 Mil,"Ten, C. L.",Mill on liberty /,9780198246435; 0198246439,Clarendon P,1980
JB 160 Mil,"Thompson, D. F.",John Stuart Mill and Representative Government /,9780691075822; 0691075824,Princeton UP,1976
JB 160 Mil (Ham),"Hamburger, Joseph, 1922-",John Stuart Mill on liberty and control /,9780691007175; 0691007179,Princeton UP,1999
JB 160 Mil (Jsm),"Mill, John Stuart, 1806-1873.","J.S. Mill ""On liberty"" in focus /",9780415010009; 0415010004; 9780415010016; 0415010012,Routledge,1991
JB 160 Mil (Ril),"Riley, Jonathan, 1955-",Routledge philosophy guidebook to Mill on liberty /,9780415141895; 0415141893,Routledge,1998
JB 160 Mil (Sma),"Smart, Paul.",Mill and Marx : individual liberty and the roads to freedom /,9780719033339; 0719033330,Manchester UP,1991
JB 160 Mur,"Murray, Robert H. 1874-1947. (Robert Henry),",Studies in the English social and political thinkers of the nineteenth century /,,Heffer,1929
JB 160 NIE (ANS),"Ansell-Pearson, Keith, 1960-",An introduction to Nietzsche as political thinker : the perfect nihilist /,9780521417228; 0521417228; 9780521427210; 0521427215,Cambridge University Press,1994
JB 160 NIE (CON),"Conway, Daniel W.",Nietzsche's dangerous game : philosophy in the twilight of the idols /,9780521573719; 0521573718; 9780521892872; 0521892872,Cambridge University Press,1997
JB 160 NIE (CON),"Conway, Daniel W., author.",Nietzsche and the political /,0415100682; 9780415100687; 0415100690; 9780415100694,Routledge,1996
JB 160 NIE (DET),"Detwiler, Bruce.",Nietzsche and the politics of aristocratic radicalism /,9780226143545; 0226143546,University of Chicago Press,1990
JB 160 NIE (OWE),"Owen, David, 1964-","Nietzsche, politics, and modernity : a critique of liberal reason /",9780803977662; 0803977662; 9780803977679; 0803977670,Sage Publications,1995
JB 160 NIE (SIE),,"Nietzsche, power and politics : rethinking Nietzsche's legacy for political thought /",3110202379; 9783110202373,Walter de Gruyter,2008
JB 160 Nie (Ans),"Ansell-Pearson, Keith, 1960-",Neitzsche contra Rousseau : a study of Nietzsche's moral and political thought /,9780521411738; 0521411734,CUP,1991
JB 160 Nie (Nie),,"Nietzsche, feminism and political theory /",9780415082563; 0415082560,Routledge,1993
JB 160 Nie (War),"Warren, Mark.",Nietzsche and political thought /,9780262231350; 0262231352,MIT P,1988
JB 160 Nob,"Noble, D. W.",The paradox of Progressive thought /,,U of Minnesota P,1958
JB 160 Nur,"Nurdin, Jean.",L'idee d'Europe dans la pensee allemande a l'epoque bismarckienne /,9783261047021; 326104702X,Peter Lang,1980
JB 160 One,Oneida Community.,"Bible communism : a compilation from the Annual Reports and other publications of the Oneida Association and its branches : presenting, in connection with their history, a summary view of their religious and social theories.",,Porcupine P,1972
JB 160 Owe,,"Robert Owen : industrialist, reformer, visionary, 1771-1858 : four essays /",,Robert Owen Bicentenary Assoc,1971
JB 160 Owe,"Butt, John, 1929-","Robert Owen, prince of cotton spinners : a symposium /",,David & Charles,1971
JB 160 Owe,"Cole, G. D. H. 1889-1959. (George Douglas Howard),",Robert Owen /,,Benn,1925
JB 160 Owe,"Cole, G. D. H. 1889-1959. (George Douglas Howard),",The Life of Robert Owen /,,Cass,1965
JB 160 Owe,"Cole, Margaret, 1893-1980.",Robert Owen of New Lanark /,,Batchworth P,1953
JB 160 Owe,"Davies, A. T.","Robert Owen (1771-1858) : pioneer, social reformer and philanthropist /",,Co-operative Wholesale Society Manchester,1948
JB 160 Owe,"Harrison, J. F. C. (John Fletcher Clews)",Robert Owen and the Owenites in Britain and America /,9780710060358; 0710060351,Routledge,1969
JB 160 Owe,"Morton, A. L.",The Life and Ideas of Robert Owen /,,Lawrence,1969
JB 160 Owe,National Library of Wales.,"A bibliography of Robert Owen, the socialist, 1771-1858.",,The Library,1925
JB 160 Owe,"Owen, Robert, 1771-1858.",A new view of society /,,Dent,1927
JB 160 Owe,"Owen, Robert, 1771-1858.",A new view of society and other writings /,,Dent,1927
JB 160 Owe,"Owen, Robert, 1771-1858.",A new view of society and other writings /,9780140433487; 0140433481,Penguin,1991
JB 160 Owe,"Owen, Robert, 1771-1858.","The Life of Robert Owen, Written by Himself /",,Cass,1967
JB 160 Owe,"Owen, Robert, 1771-1858.","The Life of Robert Owen, Written by Himself /",9780853140962; 0853140960,Knight,1971
JB 160 Owe,"Owen, Robert, 1771-1858.","The Life of Robert Owen, Written by Himself. With Selections from his Writings and Correspondence /",,Cass,1967
JB 160 Owe,"Owen, Robert, 1771-1858.",The book of the new moral world : in seven parts /,,Kelley,1970
JB 160 Owe,"Owen, Robert, 1771-1858.","The revolution in the mind and practice of the human race or, The coming change from irrationality to rationality /",,Kelley,1973
JB 160 Owe,"Podmore, F.",Robert Owen : a Biography /,,Kelley,1968
JB 160 Owe,"Pollard, Sidney.","Robert Owen, prophet of the poor : essays in honour of the two hundredth anniversary of his birth /",9780838779521; 0838779522,Macmillan,1971
JB 160 Owe,Robert Owen Bicentennial Conference New Harmony) (1971 :,Robert Owen's American legacy : proceedings /,,Indiana Historical Society,1972
JB 160 Owe,"Royle, Edward.",Robert Owen and the commencement of the millennium : a study of the Harmony community /,9780719054266; 0719054265,Manchester UP,1998
JB 160 PRO,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",What is property /,9780521405553; 0521405556; 9780521405560; 0521405564,Cambridge University Press,1994
JB 160 Pae,"Paepe, C.",Entre Marx and Bakounine : Cesar de Paepe correspondance /,,Maspero,1974
JB 160 Pec,"Zouaoui, A.",Socialisme et internationalisme : Constantine Pecqueur /,,Librairie Droz,1964
JB 160 Pet,"Petitfils, J. C.",Les socialismes utopiques /,,PUF,1977
JB 160 Pol,,The political classics : Green to Dworkin /,9780198780946; 019878094X,OUP,1996
JB 160 Pom,"Pommier, Jean, 1893-1973.","Les ecrivains devant la revolution de 1848 : Lamartine, Hugo, Lamennais, George Sand, Michelet, Beranger /",,PUF,1948
JB 160 Pro,"Bachelin, Henri, 1879-1941","P.-J. Proudhon, socialiste national, 1809-1865 /",,Mercure de France,1941
JB 160 Pro,"Bancal, J.","Proudhon, pluralisme et autogestion /",,Aubier Montaigne,1970
JB 160 Pro,"Be_cat, Pierre","L'anarchiste Proudhon, apotre de la revolution sociale /",,Nouvelles Editions Latines,1971
JB 160 Pro,"Bougle, C.",Proudhon /,,Alcan,1930
JB 160 Pro,"Bourgeat, J.","P.-J. Proudhon, pere du socialisme francais /",,Denoel,1943
JB 160 Pro,Centre National d'Etude des Problemes de Sociologie et d'Economie Europeennes.,L'actualite de Proudhon : colloque des 24 et 25 novembre 1965.,,Institut de Sociologie de l'Universite Libre de Bruxelles,1967
JB 160 Pro,"Cle_ment, Catherine, 1939-","Prud'hon : sa Vie, ses oeuvres et sa Correspondance /",,Didier,1872
JB 160 Pro,"Cuvillier, Arnaud, 1887-",Proudhon /,,Editions Sociales Internationales,1937
JB 160 Pro,"Dolle_ans, Edouard, 1878-1954.",Proudhon /,,Gallimard,1948
JB 160 Pro,"Droz, Edouard, 1855-1923.","P.-J. Proudhon, 1809-1865 /",,Pages Libres,1909
JB 160 Pro,"Gue_rin, Daniel, 1904-",Proudhon oui et non /,,Gallimard,1978
JB 160 Pro,"Gurvitch, Georges, 1894-1965.","Proudhon : sa vie, son oeuvre /",,PUF,1965
JB 160 Pro,"Guy-Grand, G.",Pour connaitre la pensee de Proudhon /,,Bordas,1947
JB 160 Pro,"Hale_vy, Daniel, 1872-1962.","La vie de Proudhon, 1809-1847 /",,Stock,1948
JB 160 Pro,"Hale_vy, Daniel, 1872-1962.",Le mariage de Proudhon /,,Stock,1955
JB 160 Pro,"Haubtmann, P.",La philosophie sociale de P.-J. Proudhon /,9782706101717; 2706101717,Grenobles UP,1980
JB 160 Pro,"Haubtmann, Pierre.",Pierre Joseph Proudhon : sa vie et sa pensee (1809-1849) /,9782701010359; 2701010357,Beauchesne,1982
JB 160 Pro,"Hoffman, R. L.",Revolutionary justice : the social and political theory of P.J. Proudhon /,9780252002403; 0252002407,U of Illinois P,1972
JB 160 Pro,"Hyams, Edward, 1910-1975.","Pierre-Joseph Proudhon : his revolutionary life, mind and works /",9780719536267; 071953626X,John Murray,1979
JB 160 Pro,"Langlois, J.",Defense et actualite de Proudhon /,,Payot,1976
JB 160 Pro,"Lubac, Henri de, 1896-1991.",The un-Marxian socialist : a study of Proudhon /,,Sheed,1948
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Carnets. /,,Riviere,1960
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Carnets. /,,Riviere,1961
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Carnets. /,,Riviere,1968
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Carnets. /,,Riviere,1974
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",De la capacite politique des classes ouvrieres /,,Lacroix,1873
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Idee generale de la revolution au 19e siecle : choix d'etudes sur la pratique revolutionnaire et industrielle /,,Marpon,1951
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Memoires sur ma vie /,9782707113665; 2707113662,Decouverte/Maspero,1983
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres choisies /,,Gallimard,1967
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1923
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1924
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1926
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1927
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1929
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1936
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1938
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1946
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1952
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,,Riviere,1959
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Oeuvres completes /,9782051003629; 2051003629,Slatkine,1982
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",Selected writings /,,Macmillan,1970
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",The Principle of Federation /,9780802063656; 0802063659,U of Toronto P,1979
JB 160 Pro,"Proudhon, P.-J. 1809-1865. (Pierre-Joseph),",What is property : an inquiry into the principle of right and of government /,9780486224862; 0486224864,Reeves,1898
JB 160 Pro,"Ritter, A.",The political thought of Pierre-Joseph Proudhon /,9780691075266; 0691075263,Princeton UP,1969
JB 160 Pro,"Woodcock, G.",Pierre-Joseph Proudhon : a biography /,,Routledge,1956
JB 160 Pro (Vin),"Vincent, K. Steven.",Pierre-Joseph Proudhon and the rise of French republican socialism /,9780195034134; 0195034139,OUP,1984
JB 160 REI,,"The political thought of the German romantics, 1793-1815 /",,Blackwell,1955
JB 160 Rec,"Reclus, Elise_e, 1830-1905.",Evolution and revolution /,,Reeves,1890
JB 160 Red,,Rediscoveries /,9780198247944; 019824794X,Clarendon P,1986
JB 160 Reg,,Regeneration et reconstruction sociale entre 1780 et 1848 /,,Vrin,1978
JB 160 Ren,"Meyer, Eugène.",La philosophie politique de Renan /,,Boivin,1923
JB 160 Res,,"Restauration und Fruhliberalismus, 1814-1840 /",9783534048267; 3534048261,Wissenschaftliche Buchgesellschaft,1979
JB 160 Rey,"Reybaud, M. R. L.",Etudes sur les reformateurs ou socialistes modernes. 2v in 1 /,,Slatkine,1979
JB 160 Rey,"Villard, P.",Les idees economiques et sociales de Louis Reybaud /,,La Pensee Universitaire,1968
JB 160 Ria,"Rials, Stephane.",Le legitimisme /,,PUF,1983
JB 160 Ric (Mil),"Milgate, Murray.",Ricardian politics /,9780691042787; 0691042780,Princeton UP,1991
JB 160 Rit,"Ritchie, D. G.","The Principles of State Interference : four Essays on the Political Philosophy of Mr. Herbert Spencer, J.S. Mill, and T.H. Green /",,Sonnenschein,1891
JB 160 SAI,"Saint-Simon, Claude Henri de Rouvroy, comte de.",Selected writings /,,Blackwell,1952
JB 160 SPE,"Spencer, Herbert, 1820-1903.",Political writings /,9780521431422; 0521431425; 9780521437400; 0521437407,Cambridge University Press,1994
JB 160 Sai,,"Doctrine de Saint-Simon : exposition : premier annee, 1829 /",,Riviere,1924
JB 160 Sai,,"Jean trouve, ou, Le socialisme.",,Guyot,1852
JB 160 Sai,,"Saint-Simonisme et pari pour l'industrie, 19e-20e siecles /",,Minard,1970
JB 160 Sai,"Booth, A. J.",Saint-Simon and Saint-Simonism : a chapter in the history of socialism in France /,,Liberac,1970
JB 160 Sai,"Fakkar, R.","Sociologie, socialisme et internationalisme premarxistes : contribution a l'etude de l'influence internationale de Saint-Simon et de ses disciples /",,Delachaux,1968
JB 160 Sai,"Iggers, Georg G.","The Doctrine of Saint-Simon : an exposition. First year, 1828-1829 /",,Beacon P,1958
JB 160 Sai,"Leroy, Maxime",La politique de Sainte-Beuve /,,Gallimard,1941
JB 160 Sai,"Saint-Simon, Claude Henri de Rouvroy, comte de.",Oeuvres de Claude-Henri de Saint-Simon /,,Editions Anthropos,1966
JB 160 Sai,"Saint-Simon, Claude Henri de Rouvroy, comte de.",Textes choisis /,,Editions Sociales,1951
JB 160 Sai,"Suhge, W.",Saint-Simonismus und junges Deutschland : das Saint-Simonistische System in der deutschen Literatur der ersten Halfte des 19. Jahrhunderts /,,Nendeln,1967
JB 160 Sai,"Weill, G.",Saint-Simon et son oeuvre : un precurseur du socialisme /,,Perrin,1894
JB 160 Sal,"Salvatorelli, L.",Il pensiero politico Italiano dal 1700 al 1870 /,,Einaudi,1949
JB 160 Sid,"Havard, W. C.",Henry Sidgwick and later Utilitarian political philosophy /,,U of Florida P,1959
JB 160 Sid,"Sidgwick, Henry, 1838-1900.",The development of European polity /,,Macmillan,1903
JB 160 Sim,"Sismondi, J.-C.-L. Simonde de 1773-1842 (Jean-Charles-Le_onard Simonde),",Recherches sur les constitutions des peuples libres /,,Droz,1965
JB 160 Sol,"Soltau, R. H.",French political thought in the nineteenth century /,,Benn,1931
JB 160 Spe,"Spencer, Herbert, 1820-1903.",Man versus the State /,,Williams,1884
JB 160 Spe,"Spencer, Herbert, 1820-1903.",Man versus the state : with four essays on politics and society /,,Penguin,1969
JB 160 Spe (Tay),"Taylor, M. W.",Men versus the state : Herbert Spencer and late Victorian individualism /,9780198202394; 0198202393,Clarendon P,1992
JB 160 Sta,"Starzinger, V. E.","Middlingness : political theory in France and England, 1815-1848 /",,UP of Virginia,1965
JB 160 TAL,"Talmon, J. L. 1916-1980. (Jacob Leib),",The origins of totalitarian democracy /,,Secker & Warburg,1955
JB 160 THO,"Thoreau, Henry David, 1817-1862.",Political writings /,9780521470902; 0521470900; 9780521476751; 0521476755,Cambridge University Press,1996
JB 160 TOC,"Lerner, Max, 1902-1992 author.",Tocqueville & American civilization /,1560007036; 9781560007036,Transaction Publishers,1994
JB 160 TOC,"Tocqueville, Alexis de, 1805-1859 author.",Democracy in America /,9781857151794; 1857151798,Everyman's Library,1994
JB 160 TOC,"Tocqueville, Alexis de, 1805-1859 author.",Democracy in America : and Two essays on America /,9780140447606; 0140447601,Penguin,2003
JB 160 TOC,"Tocqueville, Alexis de, 1805-1859.",Democracy in America : translated by Arthur Goldhammer.,9781931082549; 1931082545,Distributed to the trade in the US by Penguin Putnam; Library of America,2004
JB 160 TOC,"Tocqueville, Alexis de, 1805-1859.","On democracy, revolution, and society : selected writings /",9780226805269; 0226805263,University of Chicago Press,1980
JB 160 TOC (FEM),,Feminist interpretations of Alexis de Tocqueville /,9780271034027; 0271034025; 9780271034034; 0271034033,Pennsylvania State University Press,2009
JB 160 TOC (LIB),,"Liberty, equality, democracy /",081475774X; 9780814757741; 9780814757789; 0814757782,New York University Press,1992
JB 160 TOC (MAN),"Manent, Pierre author",Tocqueville and the nature of democracy /,0847681157; 9780847681150; 9780847681167; 0847681165,Rowman & Littlefield,1996
JB 160 TOC (REC),,Reconsidering Tocqueville's Democracy in America /,9780813512983; 0813512980,Rutgers UP,1988
JB 160 Tal,"Talmon, J. L.",The Myth of the Nation and the Vision of Revolution : the Origins of Ideological Polarisation in the Twentieth Century /,9780436513992; 0436513994,Secker & Warburg,1981
JB 160 Tho,"Thomas, W.","The philosophic radicals : nine studies in theory and practice, 1817-1841 /",9780198224907; 0198224907,Clarendon P,1979
JB 160 Toc,,"Alexis de Tocqueville : livre du centenaire, 1859-1959.",,CNRS,1960
JB 160 Toc,"Brogan, Hugh.",Tocqueville /,,Fontana,1973
JB 160 Toc,"Brunius, T.",Alexis de Tocqueville : the sociological aesthetician /,,U of Uppsala,1960
JB 160 Toc,"Eichthal, E.","Alexis de Tocqueville et la democratie liberale : etude suivie de fragments des entretiens de Tocqueville avec Nassau William Senior, 1848-1858 /",,Calmann Levy,1897
JB 160 Toc,"Gargan, E. T.","Alexis de Tocqueville : the critical years, 1848-1851 /",,Xerox University Microfilms,1975
JB 160 Toc,"Herr, R.",Tocqueville and the old regime /,,Princeton UP,1962
JB 160 Toc,"Jardin, Andre.","Alexis de Tocqueville, 1805-1859 /",9782010047107; 2010047109,Hachette,1984
JB 160 Toc,"Jardin, Andre.",Tocqueville : a biography /,9781870015134; 1870015134,Halban,1988
JB 160 Toc,"Lively, J.",The social and political thought of Alexis de Tocqueville /,,Clarendon P,1962
JB 160 Toc,"Mayer, J. P.",Alexis de Tocqueville : a biographical study in political science /,,Harper,1960
JB 160 Toc,"Mayer, J. P.",Prophet of the mass age : a study of Alexis de Tocqueville /,,Dent,1939
JB 160 Toc,"Schleifer, James T.",The making of Tocqueville's Democracy in America /,9780865972056; 0865972052,Liberty Fund,
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",De la Democratie en Amerique /,,Macmillan,1961
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,,Fontana,1968
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,,Knopf,1972
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,,Langley,1845
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,9780006863236; 000686323X,Fontana,1994
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,9780451616203; 0451616200; 9780451628015; 0451628012,New American Library,1956
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,9780679728252; 0679728252,Vintage,1990
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Democracy in America /,9780679728269; 0679728260,Vintage,1990
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Egalite Sociale et Liberte Politique : une Introduction a l'oeuvre de Tocqueville /,9782700700701; 2700700708,Montaigne,1977
JB 160 Toc,"Tocqueville, Alexis de, 1805-1859.",Selected letters on politics and society /,9780520050471; 0520050479,U of California P,1985
JB 160 Toc,"Zetterbaum, M.",Tocqueville and the problem of democracy /,,Stanford UP,1967
JB 160 Toc (Boe),"Boesche, Roger.",The strange liberalism of Alexis de Tocqueville /,9780801419645; 0801419646,Cornell UP,1987
JB 160 Toc (Com),"Commager, Henry Steele, 1902-",Commager on Tocqueville /,9780826208972; 0826208975,U of Missouri P,1993
JB 160 Toc (Com),"Commager, Henry Steele, 1902-",Tocqueville : centralization and liberty /,9780915436477; 0915436477,Aspen Institute for Humanistic Studies,1977
JB 160 Toc (Her),"Hereth, Michael.",Alexis de Tocqueville : threats to freedom in democracy /,9780822305415; 0822305410,Duke UP,1986
JB 160 Toc (Int),,Interpreting Tocqueville's Democracy in America /,9780847677115; 0847677117,Rowman & Littlefield,1991
JB 160 Toc (Lam),"Lamberti, Jean Claude.",Tocqueville and the two democracies /,9780674894358; 0674894359,Harvard UP,1989
JB 160 Toc (Pop),"Pope, Whitney.",Alexis de Tocqueville : his social and political theory /,9780803925564; 0803925565,Sage,1986
JB 160 Toc (Sie),"Siedentop, Larry.",Tocqueville /,9780192876904; 0192876902,OUP,1994
JB 160 Tre,"Davis, H. W. Carless 1874-1928. (Henry William Carless),",The political thought of Heinrich von Treitschke /,,Constable,1914
JB 160 Tre,"Treitschke, Heinrich von, 1834-1896.",Politics /,,Constable,1916
JB 160 Tre,"Treitschke, Heinrich von, 1834-1896.",Selections from Treitschke's lectures on politics /,,Gowans & Gray,1914
JB 160 Vor,,"Vormarz und Revolution, 1840-1849 /",9783534048380; 3534048385,Wissenschaftliche Buchgesellschaft,1976
JB 160 Wil,"Wilson, Edmund, 1895-1972.",To the Finland station : a study in the writing and acting of history /,,Collins,1970
JB 160 Wil,"Wilson, Edmund, 1895-1972.",To the Finland station : a study in the writing and acting of history /,9780006324201; 0006324207,Fontana/Collins,1974
JB 160 Zeh,"Zehntner, H.",Das Staatslexikon von Rotteck und Welcker : eine Studie zur Geschichte des deutschen Fruhliberalismus /,,Fischer,1929
JB 166 COL,"Cole, G. D. H. 1889-1959. (George Douglas Howard),",What Marx really meant /,,Victor Gollancz,1934
JB 166 DUN,"Dunayevskaya, Raya.",Marxism and freedom : from 1776 until today /,9780710803689; 0710803680; 9780391026247; 0391026240,Harvester,1982
JB 166 ENG (ANT),"Engels, Friedrich, 1820-1895.",Anti-Du_hring : Herr Eugen Dühring's revolution in science /G,,Foreign Languages Publishing House,1959
JB 166 ENG (BRI),"Engels, Friedrich, 1820-1895.","Briefwechsel zwischen Friedrich Engels und Karl Marx, 1844 bis 1883. 4v in 2 /",,Dietz,1921
JB 166 ENG (COR),"Engels, Friedrich, 1820-1895.",Correspondence.,,Foreign Languages Publishing House,1959
JB 166 ENG (COR),"Engels, Friedrich, 1820-1895.",Correspondence.,,Foreign Languages Publishing House,1960
JB 166 ENG (COR),"Engels, Friedrich, 1820-1895.",Correspondence.,,Foreign Languages Publishing House,1963
JB 166 ENG (LUD),"Engels, Friedrich, 1820-1895.",Ludwig Feuerbach and the Outcome of Classical German Philosophy /,,Lawrence and Wishart,1934
JB 166 ENG (LUD),"Engels, Friedrich, 1820-1895.",Ludwig Feuerbach und der Ausgang der Klassischen deutschen Philosophie /,,Dietz,1946
